TransacaoID,Data,Itens,TotalItens,Categorias
T5309,2024-12-21 06:24:16.613879,"Cerveja IPA, Saco de Lixo, Vinho Tinto Seco",3,"Cervejas, Vinhos, Limpeza Geral"
T5310,2024-12-22 12:24:16.613879,"Feijão Preto, Cerveja Zero Álcool, Cerveja Pilsen, Macarrão Penne, Cerveja Lager, Fio Dental, Cerveja IPA, Vodka",8,"Destilados, Massas, Limpeza Pessoal, Cervejas, Grãos"
T5311,2025-01-14 08:24:16.613879,"Biscoito Salgado, Torradas, Salgadinhos, Cerveja IPA, Castanha de Caju, Tábua de Queijos",6,"Cervejas, Acompanhamentos"
T5312,2025-03-27 09:24:16.613879,"Leite Integral, Pão Francês, Manteiga",3,
T5313,2025-04-22 01:24:16.613879,"Lenço Umedecido, Fralda XG, Fralda P, Mamadeira, Chupeta, Pomada Assadura",6,Bebês
T5314,2025-04-08 09:24:16.613879,"Pão Francês, Macarrão Espaguete, Manteiga, Leite Integral, Macarrão Penne",5,Massas
T5315,2025-01-16 23:24:16.613879,"Biscoito Salgado, Farinha de Mandioca, Limpa Vidros, Vinho Rosé, Papinha, Pasta de Amendoim, Vinho do Porto, Sabonete Líquido, Gin, Desinfetante, Tábua de Queijos, Pomada Assadura, Limpa-Fornos, Macarrão Espaguete, Whisky, Fralda P, Fralda M, Rum",18,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Bebês, Limpeza Geral, Acompanhamentos"
T5316,2025-01-30 12:24:16.613879,"Cerveja Weiss, Biscoito Salgado, Inseticida, Pomada Assadura, Creme de Barbear, Farinha de Trigo, Shampoo, Pasta de Dente, Água Sanitária, Pasta de Amendoim, Castanha de Caju, Arroz Integral, Farinha de Mandioca, Tequila, Álcool 70%, Amendoim",16,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5317,2025-01-25 04:24:16.613879,"Batata Chips, Inseticida, Mamadeira, Vodka, Tábua de Queijos, Amaciante, Fralda G, Azeitona, Detergente Industrial, Fio Dental, Macarrão Parafuso, Cerveja Pilsen, Tequila, Farinha de Mandioca, Rum, Vinho do Porto, Farinha de Trigo",17,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Acompanhamentos"
T5318,2025-05-31 05:24:16.613879,"Leite Integral, Pão Francês, Batata Chips, Manteiga",4,Acompanhamentos
T5319,2025-01-29 08:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T5320,2025-04-08 07:24:16.613879,"Álcool 70%, Multiuso, Amaciante, Sabão em Pó, Desinfetante, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T5321,2025-05-11 00:24:16.613879,"Leite em Pó, Sabonete Líquido, Papinha, Fralda G",4,"Limpeza Pessoal, Bebês"
T5322,2025-03-07 09:24:16.613879,"Castanha de Caju, Cerveja IPA, Tábua de Queijos",3,"Cervejas, Acompanhamentos"
T5323,2025-03-27 08:24:16.613879,"Amendoim, Rum, Cachaça, Cerveja Pilsen, Whisky, Batata Chips, Tequila",7,"Cervejas, Destilados, Acompanhamentos"
T5324,2025-04-26 08:24:16.613879,"Arroz Branco, Feijão Carioca, Macarrão Espaguete, Macarrão Instantâneo, Farinha de Mandioca, Óleo de Soja, Farinha de Trigo, Macarrão Penne",8,"Massas, Grãos"
T5325,2025-04-18 09:24:16.613879,"Inseticida, Pomada Assadura, Farinha de Mandioca, Mamadeira, Limpa Vidros, Biscoito Salgado, Feijão Preto, Biscoito de Polvilho, Azeitona, Fralda G",10,"Limpeza Pesada, Massas, Limpeza Geral, Bebês, Grãos, Acompanhamentos"
T5326,2025-05-18 01:24:16.613879,"Feijão Carioca, Vinho Rosé, Amaciante, Torradas, Vinho do Porto, Tequila, Fralda G, Pomada Assadura",8,"Destilados, Bebês, Limpeza Geral, Vinhos, Grãos, Acompanhamentos"
T5327,2025-04-09 05:24:16.613879,"Biscoito Salgado, Pasta de Amendoim, Cerveja IPA, Biscoito de Polvilho, Castanha de Caju, Tábua de Queijos",6,"Cervejas, Acompanhamentos"
T5328,2025-06-15 04:24:16.613879,"Limpa-Fornos, Desentupidor, Álcool 70%, Inseticida, Detergente Industrial, Limpa Vidros, Água Sanitária, Pasta de Dente",8,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T5329,2024-12-28 00:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T5330,2025-05-14 10:24:16.613879,"Amendoim, Salgadinhos, Cerveja Pilsen, Biscoito de Polvilho, Batata Chips",5,"Cervejas, Acompanhamentos"
T5331,2025-03-16 09:24:16.613879,"Arroz Branco, Feijão Carioca, Grão-de-Bico, Óleo de Soja, Arroz Integral, Lentilha",6,Grãos
T5332,2025-04-23 10:24:16.613879,"Fralda M, Mamadeira, Chupeta, Fralda G, Leite em Pó",5,Bebês
T5333,2025-05-27 08:24:16.613879,"Arroz Branco, Cerveja IPA, Feijão Carioca, Óleo de Soja",4,"Cervejas, Grãos"
T5334,2025-06-11 07:24:16.613879,"Azeitona, Cachaça, Rum, Vodka, Gin, Cerveja Weiss, Biscoito de Polvilho, Tequila",8,"Cervejas, Destilados, Acompanhamentos"
T5335,2025-05-05 08:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips, Biscoito de Polvilho",4,"Cervejas, Acompanhamentos"
T5336,2025-02-28 09:24:16.613879,"Arroz Branco, Feijão Carioca, Gin, Óleo de Soja",4,"Grãos, Destilados"
T5337,2025-01-06 06:24:16.613879,"Amendoim, Cachaça, Rum, Vodka, Gin, Cerveja Pilsen, Batata Chips",7,"Cervejas, Destilados, Acompanhamentos"
T5338,2025-03-25 08:24:16.613879,"Limpa-Fornos, Desentupidor, Inseticida, Detergente Industrial, Água Sanitária, Amaciante, Sabão em Pó, Desinfetante",8,"Limpeza Geral, Limpeza Pesada"
T5339,2024-12-30 09:24:16.613879,"Arroz Branco, Cachaça, Vodka, Feijão Carioca, Gin, Whisky, Óleo de Soja",7,"Grãos, Destilados"
T5340,2025-05-14 10:24:16.613879,"Azeitona, Biscoito de Polvilho, Cerveja Weiss",3,"Cervejas, Acompanhamentos"
T5341,2025-03-31 07:24:16.613879,"Limpa Vidros, Multiuso, Amaciante, Sabão em Pó, Desinfetante, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T5342,2025-03-17 09:24:16.613879,"Amendoim, Azeitona, Cerveja Weiss, Biscoito de Polvilho, Batata Chips, Castanha de Caju, Tábua de Queijos",7,"Cervejas, Acompanhamentos"
T5343,2025-06-10 10:24:16.613879,"Grão-de-Bico, Tequila, Leite em Pó, Vinho Branco, Amendoim, Creme de Barbear, Cachaça, Fralda P, Limpa Vidros, Feijão Carioca, Batata Chips, Gin, Desinfetante, Vinho Rosé, Cerveja IPA, Shampoo, Pasta de Amendoim",17,"Cervejas, Destilados, Limpeza Pesada, Limpeza Pessoal, Vinhos, Bebês, Limpeza Geral, Grãos, Acompanhamentos"
T5344,2025-04-29 03:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T5345,2025-03-03 08:24:16.613879,"Gin, Pasta de Dente, Macarrão Penne, Água Sanitária, Álcool 70%, Limpa Vidros, Farinha de Mandioca, Amaciante, Chupeta, Macarrão Espaguete, Macarrão Instantâneo, Fio Dental, Castanha de Caju, Biscoito Salgado, Cerveja Lager, Azeitona, Feijão Preto",17,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5346,2025-04-23 02:24:16.613879,"Azeitona, Rum, Gin, Whisky, Cerveja Weiss, Biscoito de Polvilho, Tequila",7,"Cervejas, Destilados, Acompanhamentos"
T5347,2025-03-04 05:24:16.613879,"Sabonete Líquido, Lenço Umedecido, Fralda P, Fio Dental, Pomada Assadura, Shampoo, Creme de Barbear",7,"Limpeza Pessoal, Bebês"
T5348,2025-05-21 11:24:16.613879,"Sabonete Líquido, Condicionador, Lenço Umedecido, Fralda P, Fio Dental, Pasta de Dente, Pomada Assadura, Shampoo",8,"Limpeza Pessoal, Bebês"
T5349,2025-05-14 08:24:16.613879,"Desentupidor, Álcool 70%, Inseticida, Detergente Industrial, Limpa Vidros, Pasta de Dente",6,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T5350,2024-12-22 22:24:16.613879,"Saco de Lixo, Sabonete Líquido, Vinho do Porto, Arroz Branco, Água Sanitária, Cachaça, Creme de Barbear, Shampoo, Vinho Branco, Espumante, Papinha, Tábua de Queijos, Condicionador, Feijão Carioca, Limpa Vidros",15,"Destilados, Limpeza Pesada, Limpeza Pessoal, Bebês, Vinhos, Limpeza Geral, Grãos, Acompanhamentos"
T5351,2025-04-02 09:24:16.613879,"Amaciante, Torradas, Desentupidor, Salgadinhos, Multiuso",5,"Limpeza Pesada, Limpeza Geral, Acompanhamentos"
T5352,2025-03-23 11:24:16.613879,"Arroz Branco, Biscoito Salgado, Azeitona, Feijão Carioca, Óleo de Soja, Batata Chips",6,"Grãos, Acompanhamentos"
T5353,2025-04-13 03:24:16.613879,"Fralda M, Vinho Tinto Seco, Vinho Rosé, Gin",4,"Destilados, Vinhos, Bebês"
T5354,2025-01-26 10:24:16.613879,"Azeitona, Biscoito de Polvilho, Cerveja Weiss, Tequila",4,"Cervejas, Destilados, Acompanhamentos"
T5355,2025-03-10 02:24:16.613879,"Espumante, Sabão em Pó, Cachaça, Farinha de Trigo, Fralda P, Desinfetante",6,"Destilados, Limpeza Pesada, Massas, Bebês, Limpeza Geral, Vinhos"
T5356,2025-06-14 09:24:16.613879,"Sabonete Líquido, Papinha, Fralda G, Fio Dental, Pasta de Dente, Creme de Barbear",6,"Limpeza Pessoal, Bebês"
T5357,2025-02-03 05:24:16.613879,"Álcool 70%, Limpa Vidros, Multiuso, Sabão em Pó, Desinfetante, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T5358,2025-02-10 08:24:16.613879,"Multiuso, Pasta de Dente, Limpa Vidros, Álcool 70%",4,"Limpeza Pessoal, Limpeza Geral"
T5359,2025-04-07 10:24:16.613879,"Pasta de Dente, Limpa Vidros, Álcool 70%",3,"Limpeza Pessoal, Limpeza Geral"
T5360,2025-03-11 09:24:16.613879,"Limpa-Fornos, Álcool 70%, Inseticida, Limpa Vidros, Água Sanitária, Pasta de Dente",6,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T5361,2025-03-21 00:24:16.613879,"Fralda M, Mamadeira, Papinha, Leite em Pó",4,Bebês
T5362,2025-05-16 01:24:16.613879,"Vinho Branco, Vinho do Porto, Limpa-Fornos, Shampoo, Mamadeira, Tábua de Queijos, Papinha, Arroz Branco, Amendoim, Batata Chips, Cerveja Zero Álcool, Biscoito de Polvilho, Feijão Carioca",13,"Limpeza Pesada, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T5363,2025-06-02 10:24:16.613879,"Pasta de Dente, Limpa Vidros, Álcool 70%",3,"Limpeza Pessoal, Limpeza Geral"
T5364,2025-06-16 08:24:16.613879,"Amendoim, Cerveja Pilsen, Batata Chips, Torradas",4,"Cervejas, Acompanhamentos"
T5365,2025-04-09 11:24:16.613879,"Lenço Umedecido, Tábua de Queijos, Fralda G, Multiuso, Macarrão Penne, Whisky, Leite em Pó, Castanha de Caju, Arroz Branco, Tequila, Rum, Água Sanitária, Desentupidor, Cerveja Zero Álcool",14,"Destilados, Limpeza Pesada, Massas, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5366,2025-04-30 04:24:16.613879,"Amendoim, Azeitona, Pasta de Amendoim, Cerveja Pilsen, Biscoito de Polvilho, Batata Chips, Castanha de Caju",7,"Cervejas, Acompanhamentos"
T5367,2025-03-05 05:24:16.613879,"Amendoim, Pão Francês, Manteiga, Biscoito de Polvilho, Leite Integral",5,Acompanhamentos
T5368,2025-01-15 06:24:16.613879,"Macarrão Parafuso, Grão-de-Bico, Desinfetante, Espumante, Inseticida, Arroz Integral, Batata Chips, Feijão Carioca, Biscoito de Polvilho, Pasta de Dente, Fio Dental, Multiuso, Lentilha, Shampoo, Azeitona",15,"Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Limpeza Geral, Grãos, Acompanhamentos"
T5369,2025-02-21 11:24:16.613879,"Fralda M, Mamadeira, Pomada Assadura, Leite em Pó",4,Bebês
T5370,2025-01-04 02:24:16.613879,"Sabonete Líquido, Lenço Umedecido, Fralda P, Fio Dental, Pasta de Dente, Pomada Assadura, Shampoo, Creme de Barbear",8,"Limpeza Pessoal, Bebês"
T5371,2025-03-21 22:24:16.613879,"Cerveja Weiss, Feijão Preto, Saco de Lixo, Creme de Barbear, Fralda P, Farinha de Mandioca, Lentilha, Pasta de Amendoim, Papinha, Inseticida, Sabão em Pó",11,"Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5372,2025-04-07 08:24:16.613879,"Fralda M, Mamadeira, Sabonete Líquido, Leite em Pó",4,"Limpeza Pessoal, Bebês"
T5373,2025-06-05 04:24:16.613879,"Fralda M, Lenço Umedecido, Fralda XG, Mamadeira, Papinha, Fralda G, Leite em Pó",7,Bebês
T5374,2025-04-11 10:24:16.613879,"Desinfetante, Multiuso, Saco de Lixo",3,"Limpeza Geral, Limpeza Pesada"
T5375,2025-06-14 02:24:16.613879,"Azeitona, Vodka, Cachaça, Rum, Cerveja Weiss, Biscoito de Polvilho, Tequila",7,"Cervejas, Destilados, Acompanhamentos"
T5376,2025-05-05 08:24:16.613879,"Sabonete Líquido, Papinha, Fralda G",3,"Limpeza Pessoal, Bebês"
T5377,2025-02-15 08:24:16.613879,"Azeitona, Pasta de Amendoim, Torradas, Salgadinhos, Cerveja Weiss, Biscoito de Polvilho, Batata Chips, Tábua de Queijos",8,"Cervejas, Acompanhamentos"
T5378,2025-03-15 22:24:16.613879,"Macarrão Espaguete, Vinho do Porto, Vinho Tinto Seco, Pasta de Dente",4,"Massas, Limpeza Pessoal, Vinhos"
T5379,2025-04-16 06:24:16.613879,"Água Sanitária, Amaciante, Sabão em Pó",3,"Limpeza Geral, Limpeza Pesada"
T5380,2025-04-12 08:24:16.613879,"Farinha de Trigo, Cerveja Artesanal, Farinha de Mandioca, Arroz Branco",4,"Cervejas, Massas, Grãos"
T5381,2025-01-22 08:24:16.613879,"Vinho do Porto, Pasta de Dente, Detergente Industrial, Cachaça, Desentupidor",5,"Limpeza Pesada, Limpeza Pessoal, Vinhos, Destilados"
T5382,2025-04-24 07:24:16.613879,"Azeitona, Torradas, Salgadinhos, Cerveja Weiss, Biscoito de Polvilho",5,"Cervejas, Acompanhamentos"
T5383,2025-01-25 11:24:16.613879,"Azeitona, Vodka, Gin, Whisky, Cerveja Weiss, Biscoito de Polvilho, Tequila",7,"Cervejas, Destilados, Acompanhamentos"
T5384,2025-04-25 06:24:16.613879,"Fralda M, Mamadeira, Condicionador, Leite em Pó",4,"Limpeza Pessoal, Bebês"
T5385,2025-01-18 06:24:16.613879,"Amendoim, Azeitona, Torradas, Salgadinhos, Cerveja Pilsen, Biscoito de Polvilho, Batata Chips",7,"Cervejas, Acompanhamentos"
T5386,2025-02-23 08:24:16.613879,"Amendoim, Vodka, Cerveja Pilsen, Batata Chips",4,"Cervejas, Destilados, Acompanhamentos"
T5387,2024-12-27 03:24:16.613879,"Fralda M, Lenço Umedecido, Fralda XG, Mamadeira, Chupeta, Leite em Pó",6,Bebês
T5388,2025-03-08 10:24:16.613879,"Fralda M, Condicionador, Mamadeira, Fio Dental, Pasta de Dente, Creme de Barbear, Shampoo, Leite em Pó",8,"Limpeza Pessoal, Bebês"
T5389,2025-05-12 09:24:16.613879,"Sabonete Líquido, Condicionador, Lenço Umedecido, Fralda P, Fio Dental, Pomada Assadura, Shampoo, Creme de Barbear",8,"Limpeza Pessoal, Bebês"
T5390,2025-04-20 04:24:16.613879,"Cachaça, Cerveja IPA, Castanha de Caju, Tábua de Queijos, Tequila",5,"Cervejas, Destilados, Acompanhamentos"
T5391,2025-05-09 09:24:16.613879,"Whisky, Fralda P, Gin, Sabão em Pó, Cerveja Artesanal, Vinho Branco, Biscoito Salgado, Saco de Lixo, Desentupidor, Pasta de Amendoim, Salgadinhos, Cerveja Lager",12,"Destilados, Limpeza Pesada, Bebês, Vinhos, Limpeza Geral, Cervejas, Acompanhamentos"
T5392,2025-03-06 07:24:16.613879,"Lenço Umedecido, Fralda P, Pasta de Dente, Pomada Assadura, Shampoo, Creme de Barbear",6,"Limpeza Pessoal, Bebês"
T5393,2025-02-01 03:24:16.613879,"Fralda G, Detergente Industrial, Cachaça",3,"Destilados, Limpeza Pesada, Bebês"
T5394,2025-03-28 03:24:16.613879,"Lenço Umedecido, Mamadeira, Cachaça, Cerveja Lager, Fralda P, Salgadinhos, Sabonete Líquido, Fralda G, Pasta de Dente, Feijão Carioca, Gin, Detergente Industrial, Limpa Vidros, Creme de Barbear, Arroz Branco, Fralda M, Biscoito de Polvilho",17,"Destilados, Limpeza Pesada, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5395,2025-02-18 03:24:16.613879,"Amendoim, Pasta de Amendoim, Salgadinhos, Cerveja IPA, Biscoito de Polvilho, Batata Chips, Castanha de Caju, Tábua de Queijos",8,"Cervejas, Acompanhamentos"
T5396,2025-04-20 12:24:16.613879,"Macarrão Parafuso, Feijão Preto, Pomada Assadura, Detergente Industrial, Creme de Barbear, Vodka, Cerveja Weiss, Arroz Branco, Multiuso, Feijão Carioca, Sabão em Pó, Leite em Pó, Vinho do Porto, Vinho Tinto Seco, Desinfetante",15,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos"
T5397,2025-01-04 00:24:16.613879,"Pasta de Dente, Limpa Vidros, Álcool 70%",3,"Limpeza Pessoal, Limpeza Geral"
T5398,2025-04-30 09:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja, Cerveja IPA, Cerveja Artesanal",5,"Cervejas, Grãos"
T5399,2025-06-09 08:24:16.613879,"Multiuso, Amaciante, Sabão em Pó, Desinfetante, Saco de Lixo",5,"Limpeza Pesada, Limpeza Geral"
T5400,2025-04-30 07:24:16.613879,"Sabonete Líquido, Fralda M, Condicionador, Mamadeira, Fio Dental, Leite em Pó",6,"Limpeza Pessoal, Bebês"
T5401,2025-05-22 23:24:16.613879,"Lentilha, Farinha de Trigo, Água Sanitária, Amaciante, Creme de Barbear, Pomada Assadura, Limpa-Fornos, Álcool 70%, Limpa Vidros, Lenço Umedecido, Detergente Industrial, Feijão Preto, Azeitona, Fralda G, Macarrão Penne, Desinfetante, Fralda XG, Cerveja Zero Álcool, Vodka, Batata Chips",20,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5402,2025-03-27 09:24:16.613879,"Pão Francês, Manteiga, Multiuso, Sabão em Pó, Leite Integral",5,Limpeza Geral
T5403,2025-03-08 00:24:16.613879,"Álcool 70%, Vinho Tinto Seco, Cerveja Weiss, Biscoito de Polvilho, Grão-de-Bico, Gin, Saco de Lixo, Lenço Umedecido, Desentupidor, Mamadeira, Torradas, Arroz Integral, Feijão Carioca, Fralda P, Chupeta, Feijão Preto, Água Sanitária, Papinha, Creme de Barbear",19,"Destilados, Limpeza Pesada, Bebês, Limpeza Pessoal, Vinhos, Limpeza Geral, Cervejas, Grãos, Acompanhamentos"
T5404,2025-01-25 04:24:16.613879,"Azeitona, Vodka, Cachaça, Whisky, Cerveja Weiss, Biscoito de Polvilho",6,"Cervejas, Destilados, Acompanhamentos"
T5405,2025-03-26 01:24:16.613879,"Chupeta, Pomada Assadura, Lenço Umedecido, Fralda P",4,Bebês
T5406,2025-01-03 01:24:16.613879,"Fralda P, Sabão em Pó, Azeitona, Papinha, Água Sanitária, Salgadinhos, Fralda XG, Farinha de Mandioca",8,"Limpeza Pesada, Massas, Limpeza Geral, Bebês, Acompanhamentos"
T5407,2025-05-03 04:24:16.613879,"Fio Dental, Rum, Cerveja Lager, Chupeta, Shampoo, Grão-de-Bico, Limpa-Fornos, Sabão em Pó, Papinha, Tequila, Saco de Lixo, Álcool 70%, Desinfetante, Fralda XG, Macarrão Instantâneo, Biscoito Salgado, Sabonete Líquido, Castanha de Caju, Vinho Branco",19,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Grãos, Acompanhamentos"
T5408,2025-01-28 01:24:16.613879,"Fralda M, Mamadeira, Leite em Pó, Pasta de Dente",4,"Limpeza Pessoal, Bebês"
T5409,2025-02-17 11:24:16.613879,"Desentupidor, Água Sanitária, Inseticida, Condicionador, Saco de Lixo, Cerveja Artesanal, Amendoim",7,"Limpeza Pesada, Limpeza Pessoal, Limpeza Geral, Cervejas, Acompanhamentos"
T5410,2025-01-02 08:24:16.613879,"Álcool 70%, Limpa Vidros, Multiuso, Sabão em Pó, Pasta de Dente, Saco de Lixo",6,"Limpeza Pessoal, Limpeza Geral"
T5411,2024-12-28 09:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T5412,2025-02-21 11:24:16.613879,"Pão Francês, Manteiga, Cerveja Weiss, Cerveja IPA, Cerveja Lager, Leite Integral",6,Cervejas
T5413,2025-05-30 05:24:16.613879,"Rum, Biscoito de Polvilho, Água Sanitária, Biscoito Salgado, Macarrão Penne, Cerveja Artesanal, Batata Chips",7,"Destilados, Limpeza Pesada, Massas, Cervejas, Acompanhamentos"
T5414,2025-04-20 09:24:16.613879,"Sabonete Líquido, Papinha, Fralda G, Pasta de Dente, Shampoo",5,"Limpeza Pessoal, Bebês"
T5415,2025-02-27 06:24:16.613879,"Batata Chips, Azeitona, Vinho Tinto Seco, Cerveja Artesanal, Pasta de Dente, Vodka, Lenço Umedecido, Gin, Grão-de-Bico, Feijão Carioca",10,"Destilados, Limpeza Pessoal, Vinhos, Bebês, Cervejas, Grãos, Acompanhamentos"
T5416,2025-03-16 22:24:16.613879,"Sabão em Pó, Cachaça, Macarrão Espaguete",3,"Massas, Destilados, Limpeza Geral"
T5417,2025-05-29 12:24:16.613879,"Fio Dental, Fralda XG, Tequila, Fralda M, Rum, Amendoim, Sabão em Pó, Cerveja Lager, Desentupidor, Arroz Branco, Limpa Vidros, Macarrão Espaguete, Desinfetante, Pasta de Amendoim, Pasta de Dente, Cerveja Zero Álcool",16,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Grãos, Acompanhamentos"
T5418,2025-03-01 05:24:16.613879,"Limpa-Fornos, Desentupidor, Inseticida, Multiuso, Água Sanitária, Desinfetante, Saco de Lixo",7,"Limpeza Geral, Limpeza Pesada"
T5419,2025-04-11 02:24:16.613879,"Pão Francês, Manteiga, Grão-de-Bico, Feijão Preto, Leite Integral",5,Grãos
T5420,2025-04-17 23:24:16.613879,"Arroz Integral, Farinha de Trigo, Multiuso, Feijão Carioca, Fralda G, Vodka, Sabão em Pó",7,"Destilados, Massas, Limpeza Geral, Bebês, Grãos"
T5421,2025-04-22 08:24:16.613879,"Água Sanitária, Multiuso, Amaciante, Sabão em Pó, Saco de Lixo",5,"Limpeza Geral, Limpeza Pesada"
T5422,2025-05-17 06:24:16.613879,"Álcool 70%, Limpa Vidros, Multiuso, Amaciante, Sabão em Pó, Pasta de Dente",6,"Limpeza Pessoal, Limpeza Geral"
T5423,2025-06-17 22:24:16.613879,"Detergente Industrial, Sabão em Pó, Salgadinhos, Arroz Integral, Pomada Assadura, Creme de Barbear, Batata Chips, Vinho Tinto Seco, Cerveja Pilsen",9,"Cervejas, Limpeza Pesada, Limpeza Pessoal, Limpeza Geral, Bebês, Vinhos, Grãos, Acompanhamentos"
T5424,2025-03-09 09:24:16.613879,"Álcool 70%, Limpa Vidros, Água Sanitária, Amaciante, Sabão em Pó, Saco de Lixo",6,"Limpeza Pesada, Limpeza Geral"
T5425,2025-02-08 09:24:16.613879,"Limpa-Fornos, Desentupidor, Álcool 70%, Inseticida, Detergente Industrial, Limpa Vidros, Pasta de Dente",7,"Limpeza Pessoal, Limpeza Geral, Limpeza Pesada"
T5426,2025-04-03 08:24:16.613879,"Pasta de Dente, Limpa Vidros, Álcool 70%",3,"Limpeza Pessoal, Limpeza Geral"
T5427,2025-04-25 10:24:16.613879,"Desinfetante, Detergente Industrial, Multiuso, Saco de Lixo",4,"Limpeza Geral, Limpeza Pesada"
T5428,2025-04-07 02:24:16.613879,"Inseticida, Macarrão Espaguete, Sabonete Líquido, Farinha de Mandioca, Vinho Branco, Cerveja Pilsen, Desinfetante, Rum, Vinho do Porto, Multiuso",10,"Destilados, Limpeza Pesada, Massas, Limpeza Pessoal, Vinhos, Limpeza Geral, Cervejas"
T5429,2025-02-03 10:24:16.613879,"Arroz Branco, Feijão Carioca, Óleo de Soja",3,Grãos
T5430,2025-03-26 09:24:16.613879,"Cerveja Weiss, Mamadeira, Rum, Amendoim, Tequila, Biscoito de Polvilho, Torradas, Biscoito Salgado, Saco de Lixo, Espumante, Amaciante, Condicionador",12,"Destilados, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Vinhos, Acompanhamentos"
T5431,2025-04-12 04:24:16.613879,"Leite em Pó, Limpa-Fornos, Multiuso, Arroz Integral, Vinho Rosé, Vodka, Batata Chips, Sabonete Líquido, Papinha, Rum, Desentupidor, Fralda P, Arroz Branco, Cachaça, Feijão Carioca, Condicionador, Macarrão Penne, Vinho do Porto, Lenço Umedecido",19,"Destilados, Limpeza Pesada, Massas, Bebês, Limpeza Pessoal, Vinhos, Limpeza Geral, Grãos, Acompanhamentos"
T5432,2025-01-07 00:24:16.613879,"Leite Integral, Pão Francês, Manteiga, Arroz Branco",4,Grãos
T5433,2025-05-23 09:24:16.613879,"Azeitona, Vodka, Rum, Cachaça, Gin, Cerveja Weiss, Biscoito de Polvilho",7,"Cervejas, Destilados, Acompanhamentos"
T5434,2025-05-18 10:24:16.613879,"Macarrão Espaguete, Lenço Umedecido, Fralda M, Torradas, Espumante, Pomada Assadura, Vinho Tinto Seco, Limpa Vidros, Grão-de-Bico, Mamadeira, Macarrão Instantâneo, Pasta de Dente, Fralda P, Leite em Pó, Farinha de Mandioca, Vinho Branco, Fio Dental, Lentilha, Macarrão Penne, Feijão Carioca",20,"Massas, Bebês, Limpeza Pessoal, Limpeza Geral, Vinhos, Grãos, Acompanhamentos"
T5435,2025-04-11 08:24:16.613879,"Pomada Assadura, Lenço Umedecido, Fralda P",3,Bebês
T5436,2025-05-31 07:24:16.613879,"Amaciante, Salgadinhos, Batata Chips, Lenço Umedecido, Tábua de Queijos, Cerveja Weiss, Macarrão Penne, Condicionador, Pasta de Dente, Limpa-Fornos, Água Sanitária, Fio Dental, Álcool 70%",13,"Limpeza Pesada, Massas, Limpeza Pessoal, Limpeza Geral, Bebês, Cervejas, Acompanhamentos"
T5437,2025-05-24 08:24:16.613879,"Álcool 70%, Água Sanitária, Amaciante, Sabão em Pó, Saco de Lixo",5,"Limpeza Pesada, Limpeza Geral"
T5438,2025-05-27 10:24:16.613879,"Sabonete Líquido, Papinha, Fralda G, Fio Dental, Pasta de Dente, Shampoo",6,"Limpeza Pessoal, Bebês"
T5439,2025-04-11 02:24:16.613879,"Fralda M, Mamadeira, Leite em Pó",3,Bebês
T5440,2025-05-07 06:24:16.613879,"Arroz Branco, Feijão Carioca, Limpa Vidros, Óleo de Soja, Multiuso, Saco de Lixo",6,"Grãos, Limpeza Geral"
